Tag	Pop	Comment	TypAeg	NDD	EDD	Alt	Taes	Tdur	Aeg	Mil
8427	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0	0.999	2
8428	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.005	0.137	0.858	2
8429	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.001	0.998	2
8430	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.001	0.999	2
8431	804302	Talus de bord de route 	triun	36.804	-5.302	0	0	0.001	0.999	2
8434	804302	Talus de bord de route 	triun	36.804	-5.302	0	0	0	0.999	2
8435	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.001	0.998	2
8436	804302	Talus de bord de route 	triun	36.804	-5.302	0	0	0	0.999	2
8437	804302	Talus de bord de route 	triun	36.804	-5.302	0	0	0.001	0.999	2
8439	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.002	0.086	0.911	2
8440	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.004	0.995	2
8441	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.003	0.031	0.966	2
8442	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.096	0.902	2
8443	804302	Talus de bord de route 	triun	36.804	-5.302	0	0	0	0.999	2
8444	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.001	0.999	2
8446	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.271	0.728	2
8445b	804302	Talus de bord de route 	triun	36.804	-5.302	0	0.001	0.001	0.998	2
8500	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.001	0.998	3
8501	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0	0.999	3
8502	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.001	0.999	3
8503	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0	0.999	3
8504	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0	0.999	3
8505	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.001	0.999	3
8506	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.001	0.999	3
8508	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.002	0.997	3
8509	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.002	0.001	0.997	3
8511	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0	0.999	3
8512	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0	0.999	3
8513	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0	0.999	3
8514	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.001	0.998	3
8515	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0.001	0.998	3
8516	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0.001	0.999	3
8517	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.003	0.144	0.852	3
8518	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0	0	0.999	3
8519	814500	Chemin el Bosque	triun	36.81477	-5.50074	359.66	0.001	0	0.999	3
8560	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0.003	0.997	3
8562	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8564	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0.001	0.001	0.999	3
8565	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8566	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0.002	0.127	0.872	3
8567	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8568	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8569	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8571	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0.004	0.001	0.994	3
8572	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8573	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0.001	0	0.998	3
8574	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0.002	0.157	0.841	3
8575	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8576	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8577	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0	0	0.999	3
8561b	818549	Ble tres belle pop dans un talus fleuris. prado del rey	triun	36.81845	-5.54917	302.22	0.001	0.001	0.998	3
8618	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.087	0.052	0.861	3
8619	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.001	0.158	0.84	3
8620	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.001	0.237	0.762	3
8621	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.007	0.239	0.755	3
8623	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.002	0.192	0.806	3
8624	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.001	0.003	0.996	3
8627	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.001	0.001	0.998	3
8629	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.004	0.06	0.936	3
8630	824598	Bord de route et de tournesol.phasme-sauterelle	triun	36.82476	-5.59896	158.98	0.002	0.263	0.735	3
8694	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.001	0.001	0.998	3
8696	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0	0	0.999	3
8697	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0	0	0.999	3
8698	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0	0	0.999	3
8699	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.001	0	0.999	3
8700	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.037	0.054	0.908	3
8703	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.036	0.103	0.861	3
8705	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0	0	0.999	3
8706	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.004	0.002	0.994	3
8707	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.195	0.015	0.79	3
8709	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.007	0.069	0.924	3
8710	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0	0	0.999	3
8711	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0	0	0.999	3
8712	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.046	0.04	0.914	3
8713	849587	Fosse, grande plaine	triun	36.84958	-5.58731	160.43	0.001	0.001	0.999	3
7377	731227Tdur	T. durum, collected on site	Tdur	36.73178	-5.22798	504.33	0	1	0	4
7412	736542Tdur	T. durum, collected on site	Tdur	36.73666	-5.54266	233.24	0	1	0	4
7763	764152Tdur	T. durum, collected on site	Tdur	36.762	-5.359		0	1	0	4
7923	777626Tdur	T. durum, collected on site	Tdur	36.77729	-5.62665	181.57	0	1	0	4
7945	778180Tdur	T. durum, collected on site	Tdur	36.77809	-5.18025	561.53	0	1	0	4
8148	794150Taes	T. aestivum, collected on site	Taes	36.7949	-5.15026	591.09	1	0	0	4
8400	801526Tdur	T. durum, collected on site	Tdur	36.80148	-5.52669	303.42	0	1	0	4
8422	801630Tdur	T. durum, collected on site	Tdur	36.80159	-5.63028	145.76	0	1	0	4
8651	830585Tdur	T. durum, collected on site	Tdur	36.83009	5.58594	202.48	0	1	0	4
7057	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Asturie H3", Changins accession 547.	Taes				1	0	0	4
7058	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Aragon 03", Changins accession 911.	Taes				1	0	0	4
7060	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Caspino 1", Changins accession 2012.	Taes				1	0	0	4
7061	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Pane 3", Changins accession 2016.	Taes				1	0	0	4
7062	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Pane 247", Changins accession 2017.	Taes				1	0	0	4
7063	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Ex Cabezzoro", Changins accession 2034.	Taes				1	0	0	4
7068	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "var. lutescens", Changins accession 2014.	Taes				1	0	0	4
7069	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "var. milturum", Changins accession 2015.	Taes				1	0	0	4
7140	CHGS_Esp_aest	T. aestivum, Spanish cultivar: "Montsec", Changins accession 2013.	Taes				1	0	0	4
7071	CHGS_Esp_durum	T. durum, Spanish cultivar: "Candeal", Changins accession 371.	Tdur				0	1	0	4
7072	CHGS_Esp_durum	T. durum, Spanish cultivar: "Torcal", Changins accession 436.	Tdur				0	1	0	4
7073	CHGS_Esp_durum	T. durum, Spanish cultivar: "Lucena 45", Changins accession 1525.	Tdur				0	1	0	4
7076	CHGS_Esp_durum	T. durum, Spanish cultivar: "No 9", Changins accession 2114.	Tdur				0	1	0	4
7092	CHGS_Fra_aest	T. aestivum, French cultivar, Changins accession 1989.	Taes				1	0	0	4
7093	CHGS_Fra_aest	T. aestivum, French cultivar, Changins accession 2184.	Taes				1	0	0	4
7102	CHGS_Fra_aest	T. aestivum, French cultivar: "Athos", Changins accession 2540.	Taes				1	0	0	4
7111	CHGS_Fra_durum	T. durum, French cultivar, Changins accession 1565.	Tdur				0	1	0	4
7112	CHGS_Fra_durum	T. durum, French cultivar: "Lez", Changins accession 2734.	Tdur				0	1	0	4
7118	CHGS_Ita_aest	T. aestivum, Italian cultivar: "Conte Marzotto", Changins accession 2212.	Taes				1	0	0	4
7119	CHGS_Ita_aest	T. aestivum, Italian cultivar: "Nobel", Changins accession 5066.	Taes				1	0	0	4
7124	CHGS_Ita_aest	T. aestivum, Italian cultivar: "Freccia", Changins accession 1406.	Taes				1	0	0	4
7126	CHGS_Ita_aest	T. aestivum, Italian cultivar: "Generoso 7", Changins accession 1803.	Taes				1	0	0	4
7128	CHGS_Ita_aest	T. aestivum, Italian cultivar: "San Pastore", Changins accession 1400.	Taes				1	0	0	4
7139	CHGS_Ita_aest	T. aestivum, Italian cultivar: "Libellula", Changins accession 2409.	Taes				1	0	0	4
5720	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.002	0.001	0.997	1
5721	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.001	0.054	0.945	1
5722	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.001	0.001	0.999	1
5725	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.001	0.001	0.998	1
5726	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.001	0.001	0.998	1
5730	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.001	0.001	0.999	1
5734	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0.015	0.006	0.979	1
5745	E0613B	Grazalema, foret de chenes	triun	36.75942	-5.38631	1000	0	0	0.999	1
