1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
16	34614.0767615151	35297.5605184963	35449.0884460834	39944.8703656804	8236.35443519643	37140.6242791904	9774.4957838113	39872.89227774	39419.2685031716	32971.2235639976	27530.1085020749	27448.741012047	8632.13471657867	4853.57037841674	2951.52527942285	0	19558.9501967266	24210.3930458846	32888.0845195307	29037.4479025217	22463.0983594782	29243.7536666523	10643.5180883398	21874.8090581754	25924.4810896742	19208.0198947694	13169.4897086371	22564.52634467	24295.3790008976	20535.5273892902	22632.1711078234
17	21560.0063224862	23584.047993159	24139.7855999501	28901.0449143093	14907.9075968223	26908.480770248	9866.01751174167	29897.6395829996	30045.7639932422	24142.5861780544	19358.9749035148	19580.1803670789	12832.1084498866	14825.8294854534	17980.384904789	19558.9501967266	0	11902.0469711849	21294.9098566365	17555.757919057	12391.0500009339	19023.9578900171	9601.99057015647	14014.8441557594	18527.8139083379	1983.83716578276	6756.16867178187	11667.0056262319	15759.0729263582	9563.3642906992	4086.36494852668
18	10748.0383376756	12179.469122073	12612.3472123645	17426.7888668427	23336.1720094346	15182.0527976688	15780.2410740398	18182.3222683917	18236.3898205592	12240.747112236	7723.58561148393	8010.57276746202	15579.7354585939	19653.3437172424	24034.8032791599	24210.3930458846	11902.0469711849	0	9756.16814397129	5802.62149375489	2455.20835698339	7125.94829116189	14196.3725684465	4599.92043764587	7305.82959684364	10070.8251325047	12865.506146597	1831.16643833585	4723.15445278812	3733.91345284467	9000.12732780439
19	2788.29841863745	2459.51348174867	2863.49337334095	7675.21569583555	32935.7713299393	5683.4355959216	25254.7950179332	8631.63451763219	8921.81419461178	4790.03986140569	6341.17962342866	6642.94340800163	24375.6834584687	28653.4338110994	33130.7450652065	32888.0845195307	21294.9098566365	9756.16814397129	0	4013.73061870468	10673.0850399235	3774.43812509049	23568.6309950688	11019.8933702936	7878.14023863447	19605.9421866622	22533.3169650249	10860.0833334482	8655.58971574172	13279.5382110208	17783.3512585262
20	5648.16385326036	6470.60217140938	6838.77970666913	11646.4971721761	28922.7315742289	9389.81189335994	21248.5588252017	12389.7666019523	12490.9671982557	6868.49850291404	4481.9048221704	4880.98845605721	20475.0365709443	24724.4522885956	29190.0180277127	29037.4479025217	17555.757919057	5802.62149375489	4013.73061870468	0	6685.54535295882	2001.47457580771	19571.6945937221	7276.52746801573	5442.83165104611	15794.7346408515	18522.046167512	6846.5965277702	5127.98605561318	9267.55530590785	14262.4228930036
21	12162.869550424	13131.6073638706	13431.9973507214	18185.9333401278	22304.6657193026	15688.6788693632	14592.5794024274	18654.6490858464	18546.7061569557	12220.8775675349	7042.03989778457	7229.04565818351	13855.4507788856	18066.2397000732	22519.6081779485	22463.0983594782	12391.0500009339	2455.20835698339	10673.0850399235	6685.54535295882	0	7401.92480039117	12896.0223315105	2259.09189645652	6138.34765854662	10438.4589793015	12010.2471969377	898.019900505569	3368.04813121987	2943.85180323131	10168.0235721403
22	6186.94012510822	6078.95814182767	6208.17992823059	10845.5471757268	29676.3192725967	8286.95206132319	21937.1590838669	11255.4741811598	11191.3583016006	5136.80757584891	2868.42532259484	3242.0257948	20797.8758690473	25105.8458367606	29595.0735285946	29243.7536666523	19023.9578900171	7125.94829116189	3774.43812509049	2001.47457580771	7401.92480039117	0	20204.472569277	7382.14075402651	4218.26579052509	17195.235823394	19411.4060384772	7780.67547795601	4950.28925002076	10230.2175323415	15921.0697234707
23	24907.5580935398	26027.4759112283	26319.3692100939	31044.2345508752	9545.75884084591	28451.3852266431	1813.04519336148	31365.2536901964	31130.9828088858	24648.9860528941	19135.9962187901	19169.6611886527	3316.72035932324	5802.88195972211	9929.37986893717	10643.5180883398	9601.99057015647	14196.3725684465	23568.6309950688	19571.6945937221	12896.0223315105	20204.472569277	0	13008.86647821	17709.6019839986	8818.11345696343	2846.23397340273	12764.466286554	15468.0969583971	10464.8875791487	12131.4779495958
24	12924.0190297534	13422.7532618208	13589.7513008575	18184.9757985643	22547.9359959291	15497.5211859535	14786.9035758579	18377.7657937796	18122.4202744689	11642.7096265671	6150.19147134359	6220.64516981416	13418.1684300664	17732.8989814085	22224.2318789491	21874.8090581754	14014.8441557594	4599.92043764587	11019.8933702936	7276.52746801573	2259.09189645652	7382.14075402651	13008.86647821	0	4848.57270754989	12033.2135409173	12612.8084426352	3141.7277358179	2476.0472414901	4480.54964699759	12177.0107771392
25	10402.1649400443	9963.65269565393	9896.98228454699	14088.3588281309	27252.7518954639	11230.5378364077	19508.3941688928	13955.5670736558	13563.7986134909	7069.32497264083	1645.54181057675	1524.39097767007	17753.6457357649	22087.6725816727	26566.1851861128	25924.4810896742	18527.8139083379	7305.82959684364	7878.14023863447	5442.83165104611	6138.34765854662	4218.26579052509	17709.6019839986	4848.57270754989	0	16570.1665639783	17452.9835286333	6905.55317782053	2772.34461153848	9007.42528475321	16157.8000480796
26	20025.7113802414	21937.0164347587	22463.2152214951	27250.4029426044	15373.653626493	25175.5528338063	9434.36375173378	28172.0125742818	28280.4967689916	22294.7623206379	17432.6277436469	17645.5417478875	11877.5176270785	14382.54523229	17901.6574708478	19208.0198947694	1983.83716578276	10070.8251325047	19605.9421866622	15794.7346408515	10438.4589793015	17195.235823394	8818.11345696343	12033.2135409173	16570.1665639783	0	6065.80704371408	9734.13346072606	13804.9294783827	7589.14586022431	3471.19722432648
27	23596.3448091989	24983.7328015312	25354.4146981134	30146.0348629082	10488.1823726413	27697.0308043646	3433.69729138234	30664.8659260939	30539.7072820777	24144.6529738747	18735.4949030784	18827.8729072931	6114.71908109147	8328.37778561468	12057.6245346242	13169.4897086371	6756.16867178187	12865.506146597	22533.3169650249	18522.046167512	12010.2471969377	19411.4060384772	2846.23397340273	12612.8084426352	17452.9835286333	6065.80704371408	0	11690.4056780756	14964.4925613383	9254.59128432975	9463.90418638446
28	12161.5048939967	13317.0790398203	13667.1714716601	18455.6292990383	22076.2921063282	16039.9769489563	14416.0099065669	19024.1440048276	18968.8428331692	12726.75870884	7698.82778822704	7913.47003466119	13935.0503236689	18080.71541017	22503.4344511734	22564.52634467	11667.0056262319	1831.16643833585	10860.0833334482	6846.5965277702	898.019900505569	7780.67547795601	12764.466286554	3141.7277358179	6905.55317782053	9734.13346072606	11690.4056780756	0	4137.53848346621	2452.48185695218	9315.22222856493
29	10732.0321523588	11021.6463665763	11153.7268882396	15716.252964124	24999.5579898176	13021.4829389073	17238.2304329546	15905.6280607918	15666.3874583774	9204.89179185703	3783.85445303847	3919.32175463215	15878.5279857209	20199.1200325362	24691.1271179892	24295.3790008976	15759.0729263582	4723.15445278812	8655.58971574172	5127.98605561318	3368.04813121987	4950.28925002076	15468.0969583971	2476.0472414901	2772.34461153848	13804.9294783827	14964.4925613383	4137.53848346621	0	6262.46791086826	13420.8513724101
30	14454.5218933094	15731.8169561554	16100.606484981	20896.4313790899	19675.8826142466	18492.4382098518	12066.0740222697	21476.4298269389	21414.6948301586	15139.9696774854	9981.51924111345	10159.2108518805	11918.1291515003	15936.9577613188	20304.7213785846	20535.5273892902	9563.3642906992	3733.91345284467	13279.5382110208	9267.55530590785	2943.85180323131	10230.2175323415	10464.8875791487	4480.54964699759	9007.42528475321	7589.14586022431	9254.59128432975	2452.48185695218	6262.46791086826	0	7818.08392217864
31	17786.7912757785	19974.0611769313	20582.3845853535	25272.1396939557	18757.7389673244	23456.4887798824	12869.1321527883	26414.6708570354	26658.0596932022	21051.3215338322	16716.4770708703	16991.8319728128	15039.5853520786	17791.957040092	21370.9503333749	22632.1711078234	4086.36494852668	9000.12732780439	17783.3512585262	14262.4228930036	10168.0235721403	15921.0697234707	12131.4779495958	12177.0107771392	16157.8000480796	3471.19722432648	9463.90418638446	9315.22222856493	13420.8513724101	7818.08392217864	0
